epoch,test_acc_before_rounding,test_acc,val_acc,train_acc,regularization_loss,model_sparsity
0,78.31,78.31,78.31,49.60545453879617,2.298292398452759,33.63149078726968
1,85.04,85.04,85.04,82.84181817626953,1.3448954820632935,12.036013400335008
2,83.1,83.1,83.1,83.76181818514738,0.8945543766021729,4.061976549413735
3,83.78,83.78,83.78,82.67272726717862,0.6595458388328552,3.513400335008375
4,81.68,81.68,81.68,82.92363636696555,0.5219135284423828,3.2939698492462313
5,83.83,83.83,83.83,83.041818178489,0.4432127773761749,3.175041876046901
6,83.13,83.13,83.13,83.12,0.3948506712913513,3.0887772194304857
7,83.94,83.94,83.94,83.16363636030718,0.3662702143192291,3.02428810720268
8,83.83,83.83,83.83,83.33454545565519,0.3478959798812866,3.020100502512563
9,83.76,83.76,83.76,83.64181818514737,0.3363320529460907,2.994137353433836
10,83.87,83.87,83.87,83.56909091020064,0.32830262184143066,2.9807370184254607
11,84.84,84.84,84.84,83.71818181152344,0.3231331706047058,2.9673366834170856
12,84.34,84.34,84.34,83.86727272394354,0.3192110061645508,2.959798994974874
13,84.35,84.35,84.35,83.74545454878374,0.316414475440979,2.9623115577889445
14,83.42,83.42,83.42,83.97272726606889,0.31379687786102295,2.9413735343383585
15,83.95,83.95,83.95,83.98727272172408,0.31176942586898804,2.957286432160804
16,83.03,83.03,83.03,83.86909091020064,0.3101697564125061,2.955611390284757
17,84.05,84.05,84.05,83.81636362970525,0.30912041664123535,2.938860971524288
18,84.08,84.08,84.08,84.01636364080255,0.3084219992160797,2.9455611390284755
19,84.58,84.58,84.58,83.90363636807528,0.3077576458454132,2.937185929648241
20,84.12,84.12,84.12,84.00727272172408,0.3073280453681946,2.9338358458961475
21,84.53,84.53,84.53,83.9254545399059,0.30685803294181824,2.9313232830820772
22,84.16,84.16,84.16,84.07090909201882,0.30660948157310486,2.922110552763819
23,84.94,84.94,84.94,84.0690909124201,0.30642637610435486,2.9304857621440537
24,84.35,84.35,84.35,84.16363636030718,0.3063793480396271,2.9346733668341707
24,-1.0,84.35,83.26,84.18181818070845,0.0,2.9346733668341707
25,-1.0,88.66,88.0,86.56,0.0,2.9346733668341707
26,-1.0,89.5,89.08,88.7709090875799,0.0,2.9346733668341707
27,-1.0,90.01,89.38,89.85636363192472,0.0,2.9346733668341707
28,-1.0,91.51,91.02,90.61090908536045,0.0,2.9346733668341707
29,-1.0,91.51,90.9,90.83818181485263,0.0,2.9346733668341707
30,-1.0,91.09,90.76,91.17090908536044,0.0,2.9346733668341707
31,-1.0,91.89,91.38,91.56727272394353,0.0,2.9346733668341707
32,-1.0,91.92,91.2,91.5963636385831,0.0,2.9346733668341707
33,-1.0,92.03,91.58,91.94727272394354,0.0,2.9346733668341707
34,-1.0,92.02,91.3,91.97272726717863,0.0,2.9346733668341707
35,-1.0,92.21,91.42,92.15090908647016,0.0,2.9346733668341707
36,-1.0,92.43,91.92,92.30181818292792,0.0,2.9346733668341707
37,-1.0,92.3,91.94,92.45090909423828,0.0,2.9346733668341707
38,-1.0,92.43,92.0,92.6599999966708,0.0,2.9346733668341707
39,-1.0,92.83,92.12,92.62727272394353,0.0,2.9346733668341707
40,-1.0,92.13,91.78,92.80545454878373,0.0,2.9346733668341707
41,-1.0,92.59,92.3,92.87818181263317,0.0,2.9346733668341707
42,-1.0,92.98,92.44,93.09454545898437,0.0,2.9346733668341707
43,-1.0,93.24,92.52,93.15272726939808,0.0,2.9346733668341707
44,-1.0,93.37,92.5,93.24909090687144,0.0,2.9346733668341707
45,-1.0,93.17,92.78,93.23818181485262,0.0,2.9346733668341707
46,-1.0,93.35,92.82,93.53454545898437,0.0,2.9346733668341707
47,-1.0,93.25,92.28,93.52545454434481,0.0,2.9346733668341707
48,-1.0,93.45,92.94,93.67636363303444,0.0,2.9346733668341707
49,-1.0,93.04,92.62,93.68545454878374,0.0,2.9346733668341707
